Agongrat	Agonplac	Agonretr	Agonsord	Agonsupe	Amarlitt	Amarluni	Badiobtu	Bembgrap	Bembrupi	Calaadve	Calaingr	Calofrig	Caracham	Dichcogn	Elapamer	Elaplapp	Harpfulv	Loripili	Miscarct	Nebrgyll	Notibore	Notidire	Patrfove	Patrsept	Platdece	Platmann	Pteradst	Pterbrev	Pterhaem	Pterpens	Pterpunc	Pterripa	Seriquad	Synuimpu	Trecapic	Trecchal
0	0	0	0	0	0	0	0	0	0	0.0383141762452107	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.114942528735632	0	0.0268199233716475	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.122605363984674	0.0114942528735632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0.0306513409961686	0	0.103448275862069	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00766283524904215	0	0	0.0114942528735632	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.00766283524904215	0	0.118773946360153	0	0.0229885057471264	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0.0125523012552301	0.00418410041841004	0	0.00418410041841004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418410041841004	0	0.0627615062761506	0	0.0125523012552301	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0766283524904215	0.0114942528735632	0	0	0	0	0	0	0	0	0	0	0	0.0766283524904215	0	0.00383141762452107	0	0.0229885057471264	0	0.0574712643678161	0	0	0	0	0	0	0.00766283524904215
0	0	0.0613026819923372	0	0	0	0	0	0	0	0.00766283524904215	0.0153256704980843	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0.0114942528735632	0	0.0344827586206897	0	0.0766283524904215	0	0.0114942528735632	0	0	0	0	0	0	0.0114942528735632
0	0	0	0	0	0	0	0	0	0	0.170454545454545	0.00378787878787879	0	0.00378787878787879	0	0	0	0	0	0	0	0	0	0.0151515151515152	0	0.00757575757575758	0	0.0643939393939394	0.00378787878787879	0.0795454545454545	0.00378787878787879	0	0	0	0	0	0.0189393939393939
0	0	0.0113636363636364	0	0	0	0	0	0	0	0.00757575757575758	0	0	0	0	0	0	0	0	0	0	0	0	0.00378787878787879	0	0.00757575757575758	0	0.0378787878787879	0.00378787878787879	0.0227272727272727	0	0.00757575757575758	0	0	0	0	0.0189393939393939
0.00833333333333333	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0.0125	0.025	0	0.0333333333333333	0.00416666666666667	0.0166666666666667	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421455938697318	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0153256704980843	0	0	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0.053639846743295	0	0.0268199233716475	0	0	0	0	0
0.0306513409961686	0	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0.0268199233716475	0	0	0	0	0.0651340996168582	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0	0	0	0.0574712643678161	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.18007662835249	0.00766283524904215	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0	0	0	0.0114942528735632	0.00383141762452107	0.0421455938697318	0	0	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0.053639846743295	0.00383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383141762452107	0.00766283524904215	0.10727969348659	0	0	0	0	0	0	0.00383141762452107
0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0.0378787878787879	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	0	0	0	0.0681818181818182	0.00757575757575758	0.0984848484848485	0	0.00378787878787879	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0785123966942149	0.0330578512396694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0.00413223140495868	0.0743801652892562	0	0	0	0	0	0	0.00826446280991736
0	0	0.0517241379310345	0	0	0	0	0	0	0	0	0.0862068965517241	0	0	0	0	0	0	0.00574712643678161	0	0	0	0	0.0402298850574713	0	0.0459770114942529	0	0.0689655172413793	0	0.0114942528735632	0	0	0	0	0	0	0.028735632183908
0	0	0	0	0	0	0	0	0	0	0.025974025974026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025974025974026	0	0.214285714285714	0	0.012987012987013	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.131205673758865	0.0141843971631206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354609929078014	0	0.0212765957446809	0.00709219858156028	0.0957446808510638	0	0.00709219858156028	0	0	0	0	0
0	0	0.0106382978723404	0.0106382978723404	0	0	0	0	0	0	0.0354609929078014	0.0283687943262411	0	0	0	0	0	0	0	0	0	0	0	0.00354609929078014	0.00354609929078014	0.106382978723404	0	0.0531914893617021	0	0.0212765957446809	0	0.00354609929078014	0	0	0	0	0.0106382978723404
0	0	0	0	0	0	0	0	0	0	0.148936170212766	0.0106382978723404	0	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0354609929078014	0	0.117021276595745	0	0	0	0	0	0	0
0	0	0.00354609929078014	0	0	0	0	0	0	0	0.198581560283688	0.049645390070922	0	0.0106382978723404	0	0	0	0	0	0	0	0	0	0.00354609929078014	0	0.0106382978723404	0	0.117021276595745	0.00354609929078014	0.0673758865248227	0	0.0106382978723404	0	0	0	0	0
0.0235294117647059	0	0.00392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00392156862745098	0	0	0	0	0.0235294117647059	0	0	0	0.00392156862745098	0.00392156862745098
0	0	0.0125523012552301	0	0	0	0	0	0	0	0.00836820083682008	0.0125523012552301	0	0.00418410041841004	0	0	0	0	0	0	0	0	0	0.00418410041841004	0	0.0125523012552301	0	0.0460251046025105	0	0.0292887029288703	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.159663865546218	0.0294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420168067226891	0.00420168067226891	0.046218487394958	0.00420168067226891	0	0	0	0	0	0.0168067226890756
0	0	0.00413223140495868	0	0	0	0	0	0	0	0.140495867768595	0	0	0	0	0	0	0	0	0	0.00413223140495868	0	0	0	0	0	0	0.00413223140495868	0.0206611570247934	0.012396694214876	0	0.00413223140495868	0	0	0	0	0
0	0	0.0113636363636364	0	0	0	0	0	0	0	0.0303030303030303	0.0227272727272727	0	0.00378787878787879	0	0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0.053030303030303	0.00757575757575758	0.0227272727272727	0	0.00378787878787879	0	0	0	0	0.00378787878787879
0	0	0.0303030303030303	0	0	0	0	0	0	0	0.0151515151515152	0.0568181818181818	0	0	0	0	0	0.00378787878787879	0	0	0	0	0	0.00378787878787879	0	0.053030303030303	0	0.0681818181818182	0	0.00378787878787879	0.00378787878787879	0	0	0	0	0	0.0492424242424242
0	0	0	0	0	0	0	0	0	0	0.306818181818182	0.0151515151515152	0	0.00378787878787879	0	0	0	0	0	0	0	0	0	0	0	0.00757575757575758	0	0.0454545454545455	0.0113636363636364	0.166666666666667	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354609929078014	0	0.0460992907801418	0	0.024822695035461	0	0	0	0	0
0	0	0.0319148936170213	0	0	0	0	0	0	0.00354609929078014	0	0.0141843971631206	0	0.0106382978723404	0	0	0	0	0	0	0	0	0	0	0	0.00709219858156028	0	0.0390070921985816	0	0.00709219858156028	0	0	0	0	0	0	0.0319148936170213
0	0	0	0	0	0	0	0	0	0	0.124113475177305	0.00709219858156028	0	0.00354609929078014	0	0	0	0	0	0	0	0	0	0.00354609929078014	0	0.0106382978723404	0	0.074468085106383	0.00354609929078014	0.0638297872340425	0	0	0	0	0	0	0
0.00709219858156028	0	0.0106382978723404	0.0106382978723404	0	0	0	0	0	0	0	0.00709219858156028	0	0	0	0	0	0	0	0	0.00354609929078014	0	0	0.0106382978723404	0	0.00354609929078014	0.00354609929078014	0.0177304964539007	0.00354609929078014	0.0141843971631206	0	0	0	0	0	0	0.0319148936170213
0	0	0.00354609929078014	0	0	0	0	0	0	0	0.0106382978723404	0	0	0.00354609929078014	0	0	0	0	0	0	0.0141843971631206	0	0	0.0141843971631206	0	0.0141843971631206	0	0.0531914893617021	0	0.0141843971631206	0	0.0177304964539007	0.0141843971631206	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037037037037037	0	0.0592592592592593	0	0.00740740740740741	0	0	0.0037037037037037	0	0.00740740740740741
0	0	0.0037037037037037	0	0	0	0	0	0	0	0.137037037037037	0.00740740740740741	0	0	0	0	0	0	0	0	0	0	0	0.0111111111111111	0	0.00740740740740741	0	0.0296296296296296	0.0037037037037037	0.0259259259259259	0	0	0	0	0	0	0.0037037037037037
0	0	0	0	0	0	0	0	0	0	0.0223214285714286	0.03125	0	0	0	0	0	0	0	0	0	0	0	0.00892857142857143	0	0.0401785714285714	0	0.0267857142857143	0	0.00446428571428571	0	0	0	0	0	0	0.0267857142857143
0	0	0.0183150183150183	0.00366300366300366	0	0	0	0	0	0	0.00366300366300366	0.0915750915750916	0	0	0	0	0	0	0	0	0	0	0	0.0183150183150183	0.00366300366300366	0.0146520146520147	0	0.0695970695970696	0	0.00732600732600733	0	0	0	0	0	0	0.0879120879120879
0	0	0.0146520146520147	0	0	0	0	0	0	0	0.201465201465201	0.10989010989011	0	0	0	0	0	0	0	0	0	0	0	0.00732600732600733	0	0.0549450549450549	0	0.0732600732600733	0.0183150183150183	0.0402930402930403	0	0	0	0	0	0	0.021978021978022
0	0	0.0549450549450549	0	0	0	0	0	0	0	0.00732600732600733	0.0476190476190476	0	0	0	0	0	0	0	0	0	0	0	0.010989010989011	0	0.0622710622710623	0	0.0586080586080586	0.00732600732600733	0.010989010989011	0	0	0	0	0	0.00366300366300366	0.0146520146520147
0	0	0	0	0	0	0	0	0	0	0.0631578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0210526315789474	0	0.0491228070175439	0	0.00350877192982456	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.163120567375887	0.0177304964539007	0	0.0106382978723404	0	0	0	0	0	0	0	0	0	0.0212765957446809	0	0	0	0.113475177304965	0	0.0460992907801418	0	0.00354609929078014	0	0	0	0	0.00354609929078014
0	0	0.0212765957446809	0	0	0	0	0	0	0	0.00354609929078014	0.0141843971631206	0	0.00354609929078014	0	0	0	0	0	0	0	0	0	0.0106382978723404	0	0.0212765957446809	0	0.0390070921985816	0	0	0	0	0	0	0	0	0
0	0	0.0283687943262411	0	0	0	0	0	0	0	0	0.00709219858156028	0.00354609929078014	0.0106382978723404	0	0	0	0	0	0	0	0	0	0.0106382978723404	0	0.0709219858156028	0	0.0815602836879433	0	0.00709219858156028	0.0177304964539007	0	0	0	0	0	0.0425531914893617
0	0	0.0219298245614035	0	0	0	0	0	0	0	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0.0175438596491228	0	0	0	0	0	0.0087719298245614	0	0	0	0	0	0	0.0043859649122807
0	0	0	0	0	0	0	0	0	0	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740740740740741	0.0037037037037037	0.0740740740740741	0	0	0	0	0	0	0
0	0	0.0111111111111111	0	0	0	0	0	0	0	0.0037037037037037	0.0296296296296296	0	0.0037037037037037	0	0	0	0	0	0	0	0	0	0.0148148148148148	0	0.0296296296296296	0	0.0444444444444444	0	0.00740740740740741	0	0	0	0	0	0	0.0111111111111111
0	0	0.0402930402930403	0	0	0	0	0	0	0	0.00732600732600733	0.0952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0952380952380952	0	0.0659340659340659	0.00732600732600733	0.0146520146520147	0.00366300366300366	0	0	0	0	0	0.0183150183150183
0	0	0.0183150183150183	0	0	0	0	0	0	0	0.19047619047619	0.0366300366300366	0	0.00732600732600733	0	0	0	0	0	0	0	0	0	0	0	0.021978021978022	0	0.0695970695970696	0.0183150183150183	0.0366300366300366	0	0	0	0	0	0	0.00732600732600733
0	0	0	0	0	0	0	0	0	0	0	0	0	0.00366300366300366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010989010989011	0	0.00732600732600733	0	0	0	0.00732600732600733	0
0	0	0.0115830115830116	0	0	0	0	0	0	0	0.181467181467181	0.0308880308880309	0	0.00386100386100386	0	0	0	0	0	0	0	0	0	0	0	0.00386100386100386	0	0.1003861003861	0.0154440154440154	0.0115830115830116	0.00386100386100386	0	0	0	0	0	0.0115830115830116
0	0	0.00709219858156028	0	0	0	0	0	0	0	0.145390070921986	0.0141843971631206	0	0	0	0	0	0	0	0	0	0	0	0.0283687943262411	0	0.0283687943262411	0	0.0283687943262411	0	0.0354609929078014	0	0	0	0	0.00354609929078014	0	0.0177304964539007
0	0	0.024822695035461	0	0	0	0	0	0	0	0.00354609929078014	0.0177304964539007	0	0	0	0	0	0	0	0	0	0	0	0.0141843971631206	0	0.024822695035461	0	0.0319148936170213	0	0	0	0	0	0	0	0	0.024822695035461
0	0	0.0343347639484979	0	0	0	0	0	0	0	0	0.0128755364806867	0	0.00429184549356223	0	0	0	0	0	0	0	0	0	0.0128755364806867	0	0.0343347639484979	0	0.0600858369098712	0	0	0	0	0	0	0	0	0.00429184549356223
0	0	0	0	0	0	0	0	0	0	0.003584229390681	0.003584229390681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00716845878136201	0	0.00716845878136201	0	0.0609318996415771	0.003584229390681	0	0	0	0	0	0
0	0	0.008	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.036	0.004	0.028	0	0	0	0	0	0	0.004
0	0	0.0177304964539007	0	0	0	0	0	0	0	0.0177304964539007	0.0283687943262411	0	0.00354609929078014	0	0	0	0	0	0	0.00709219858156028	0	0	0.024822695035461	0	0.0319148936170213	0	0.0886524822695035	0.0177304964539007	0.0141843971631206	0	0.00354609929078014	0	0	0	0	0.0886524822695035
0	0	0.0177304964539007	0	0	0	0.00354609929078014	0	0	0	0.0780141843971631	0.0780141843971631	0	0.0283687943262411	0	0	0	0	0	0	0	0	0	0.024822695035461	0	0.0283687943262411	0	0.0957446808510638	0	0.0886524822695035	0	0	0	0	0	0	0.024822695035461
0	0	0.00354609929078014	0	0	0	0	0	0	0	0.0390070921985816	0.0319148936170213	0	0.0106382978723404	0	0	0	0	0	0	0	0	0	0.0177304964539007	0	0.138297872340426	0	0.049645390070922	0.0177304964539007	0.0921985815602837	0	0.0141843971631206	0	0	0	0.00354609929078014	0
0.003584229390681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003584229390681	0	0	0	0	0	0	0.003584229390681	0	0	0	0.00716845878136201	0	0	0	0.010752688172043	0	0	0	0.003584229390681	0.003584229390681
0	0	0.0408163265306122	0	0	0	0	0	0	0	0.00340136054421769	0.0272108843537415	0.00340136054421769	0.0136054421768707	0	0	0	0	0	0	0	0	0	0.0102040816326531	0	0.0340136054421769	0	0.0408163265306122	0	0	0	0	0	0	0	0	0.0272108843537415
0	0	0.0274914089347079	0	0	0	0	0	0	0	0.041237113402061903	0.0103092783505155	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274914089347079	0	0.0446735395189003	0	0.0309278350515464	0	0	0	0	0	0	0
0	0	0.0206185567010309	0	0	0	0	0	0	0	0	0.0274914089347079	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481099656357388	0	0.0481099656357388	0.00343642611683849	0.0103092783505155	0	0	0	0	0	0	0.0103092783505155
0	0	0.0378006872852234	0	0	0	0	0	0	0	0.013745704467354	0.0274914089347079	0	0	0	0	0	0	0	0	0	0	0	0.0206185567010309	0	0.0171821305841924	0.00687285223367698	0.0378006872852234	0	0.0206185567010309	0	0	0	0	0	0	0.0240549828178694
0	0	0.0503875968992248	0	0	0	0	0	0.00387596899224806	0	0	0	0	0.00387596899224806	0	0	0	0	0	0	0	0	0	0.00775193798449612	0	0.0387596899224806	0.00387596899224806	0.0310077519379845	0	0	0	0	0	0	0	0	0.0116279069767442
0	0	0	0	0	0	0	0	0	0	0.032258064516129	0	0	0.003584229390681	0	0	0	0	0	0	0	0	0	0.003584229390681	0	0.003584229390681	0	0.014336917562724	0.010752688172043	0.046594982078853	0	0	0	0	0	0	0.00716845878136201
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396825396825397	0	0	0.00396825396825397	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.0177304964539007	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00709219858156028	0.0425531914893617	0	0.00354609929078014	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.00709219858156028	0.00354609929078014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283687943262411	0	0.00709219858156028	0	0	0	0.00354609929078014	0
0	0	0	0	0	0	0	0	0	0	0.021505376344086	0.017921146953405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014336917562724	0	0.046594982078853	0	0.017921146953405	0	0	0	0	0
0	0	0.0189393939393939	0	0	0	0	0	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0	0	0.0113636363636364	0	0.0189393939393939	0	0.0265151515151515	0	0.00378787878787879	0	0	0	0	0	0	0.0151515151515152
0	0	0.0343642611683849	0	0	0	0	0	0	0	0.00343642611683849	0.0274914089347079	0	0	0	0	0	0	0	0	0	0	0	0.013745704467354	0	0.0378006872852234	0	0.0274914089347079	0	0.00687285223367698	0	0	0	0	0	0	0.0206185567010309
0	0	0.013745704467354	0.00687285223367698	0	0	0	0	0	0	0	0.0171821305841924	0	0	0	0	0	0	0	0	0	0	0	0.0103092783505155	0	0.0515463917525773	0	0.013745704467354	0	0	0	0	0	0	0	0	0.013745704467354
0	0	0.0343642611683849	0	0	0	0	0	0.00343642611683849	0	0	0.00343642611683849	0	0.00343642611683849	0	0	0	0	0	0	0	0	0	0.00687285223367698	0	0.0171821305841924	0	0.0206185567010309	0	0.0171821305841924	0	0	0	0	0	0	0.013745704467354
0	0	0.0426356589147287	0	0	0	0	0	0	0	0.00387596899224806	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193798449612403	0	0.0193798449612403	0	0.0271317829457364	0	0	0	0	0	0	0.0193798449612403
